LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,UTIL_1,UTIL_2,UTIL_3,UTIL_4,UTIL_5,UTIL_6,UTIL_AVG,PAY_RATIO_1,PAY_RATIO_2,PAY_RATIO_3,PAY_RATIO_4,PAY_RATIO_5,PAYRATIO_AVG,MAX_DELAY,SUM_DELAYS,NUM_MONTHS_LATE,WORSENING,BILL_TREND,HEADROOM,BILL_STD,PAYAMT_STD,default
50000,1,3,2,34,0,0,0,0,0,0,44036,35498,33043,25556,24389,25436,4500,4000,3000,2500,4000,2500,0.88072,0.70996,0.66086,0.51112,0.48778,0.50872,0.6265266666666666,0.12676770522282946,0.12105438368186908,0.11738926279542965,0.1025052277666161,0.15725743041358703,0.12499480197606627,0,0,0,0,18600,5964,7720.165041413731,861.2007121842543,0.0
480000,2,1,1,43,0,0,0,0,0,0,276681,282328,288120,294000,300000,3493,5647,5792,5880,6000,3493,21308,0.57641875,0.5881833333333333,0.60025,0.6125,0.625,0.007277083333333333,0.5016048611111111,0.02000155847099827,0.020102734971539638,0.02,0.02,1.0,0.2160208586885076,0,0,0,0,273188,203319,116533.84942868173,6577.534279652216,0.0
20000,2,2,2,43,-1,2,0,0,0,0,6483,6233,7254,8106,8418,8440,0,1283,1135,447,306,307,0.32415,0.31165,0.3627,0.4053,0.4209,0.422,0.37445,0.0,0.17686793493245107,0.14001973846533433,0.05310049893086244,0.03625592417061611,0.0812488192998528,2,2,1,-1,-1957,13517,979.0738480829727,511.0630750373839,1.0
170000,2,1,2,53,-2,-2,-2,-2,-2,-2,-200,-200,-200,0,2769,0,0,0,200,2769,0,0,-0.001176470588235294,-0.001176470588235294,-0.001176470588235294,0.0,0.01628823529411765,0.0,0.0021264705882352943,,,,1.0,,1.0,-2,0,0,0,-200,170200,1183.4920785539716,1116.978140639586,0.0
250000,2,1,1,30,-1,-1,-1,2,-1,-1,1923,-574,2533,1607,56694,58091,900,4500,0,57000,5000,0,0.007692,-0.002296,0.010132,0.006428,0.226776,0.232364,0.08018266666666667,,1.7765495459928937,0.0,1.0053973965498995,0.086071852782703,0.7170046988313741,2,2,1,0,-56168,248077,28951.08753512839,22529.684122656196,1.0
50000,1,2,2,54,0,0,0,0,-2,-1,72374,81665,67450,0,0,16271,15000,2650,0,0,16271,2000,1.44748,1.6333,1.349,0.0,0.0,0.32542,0.7925333333333334,0.18367721790240618,0.039288361749444035,,,1.0,0.4076551932172834,0,0,0,1,56103,-22374,38209.36999044431,7559.297597440299,0.0
20000,2,2,2,22,0,0,0,2,0,0,9848,11192,15677,15133,15582,16677,1515,5000,0,1000,1500,0,0.4924,0.5596,0.78385,0.75665,0.7791,0.83385,0.7009083333333335,0.13536454610436024,0.3189385724309498,0.0,0.06417661404184315,0.08994423457456377,0.1216847934303434,2,2,1,0,-6829,10152,2788.8011342988702,1843.9190600457493,0.0
150000,2,1,2,32,2,2,2,0,0,2,120800,123379,122881,123954,131543,134319,6000,3000,4600,9800,5100,5000,0.8053333333333333,0.8225266666666666,0.8192066666666666,0.82636,0.8769533333333334,0.89546,0.8409733333333334,0.04863064216762982,0.024413863819467616,0.037110541007147814,0.07450035349657526,0.03796931186205972,0.04452494247057605,2,8,4,0,-13519,29200,5433.721229507454,2287.720845441302,1.0
180000,2,1,1,42,0,0,0,0,0,0,79216,80905,82708,84433,86134,88251,3000,3100,3100,3100,3500,8400,0.44008888888888886,0.4494722222222222,0.4594888888888889,0.4690722222222222,0.47852222222222224,0.49028333333333335,0.46448796296296296,0.03708052654347692,0.037481259370314844,0.03671550223253941,0.03599043351057654,0.039659607256575,0.03738546578269654,0,0,0,0,-9035,100784,3347.375773149269,2146.314670934033,1.0
330000,2,1,1,50,-1,-1,-1,-1,-2,-2,8872,4337,2854,1690,0,1709,4345,2854,1702,0,1709,258,0.026884848484848484,0.013142424242424242,0.008648484848484848,0.005121212121212121,0.0,0.005178787878787879,0.009829292929292929,1.0018445930366613,1.0,1.0071005917159763,,1.0,1.0022362961881595,-1,0,0,1,7163,321128,3108.5626689302353,1626.2115073589496,0.0
300000,2,1,2,30,-1,-1,-1,-1,-1,-1,688,3280,0,4340,2672,800,3288,0,4340,2672,800,746,0.0022933333333333334,0.010933333333333333,0.0,0.014466666666666666,0.008906666666666667,0.0026666666666666666,0.006544444444444444,1.002439024390244,,1.0,1.0,1.0,1.0006097560975609,-1,0,0,0,-112,299312,1715.742482619891,1708.49005459987,0.0
210000,1,1,1,40,0,0,2,0,0,2,130868,138909,135322,136339,143681,140425,11760,0,4546,9524,2,4756,0.6231809523809524,0.6614714285714286,0.6443904761904762,0.6492333333333333,0.6841952380952381,0.6686904761904762,0.6551936507936508,0.08465974126946418,0.0,0.03334335736656423,0.06628573019397137,1.424247819120527e-05,0.0368606142616382,2,4,2,-2,-9557,79132,4444.578120211936,4823.944609963924,0.0
20000,2,1,2,25,1,2,0,0,0,0,20420,16592,14400,17000,17000,20000,2,2000,3000,0,3000,0,1.021,0.8296,0.72,0.85,0.85,1.0,0.8784333333333333,0.00012054001928640309,0.1388888888888889,0.17647058823529413,0.0,0.15,0.09309600342869388,2,3,2,1,420,-420,2266.3880220885976,1505.191239233961,0.0
80000,2,2,1,34,0,0,-1,-1,0,0,8413,4942,989,2799,2818,3638,1029,1225,2799,2000,2000,2000,0.1051625,0.061775,0.0123625,0.0349875,0.035225,0.045475,0.04916458333333334,0.20821529745042494,1.2386248736097067,1.0,0.7097232079489,0.5497526113249038,0.7412631980667871,0,0,0,0,4775,71587,2544.4772678620393,637.5576575233542,0.0
310000,2,1,1,32,0,0,0,0,0,0,141203,84594,66624,48213,144758,601,7000,5500,4000,100000,601,360,0.45549354838709677,0.2728838709677419,0.21491612903225807,0.1555258064516129,0.46696129032258066,0.0019387096774193548,0.26128655913978494,0.08274818545050476,0.08255283381364073,0.08296517536763943,0.6908081073239476,1.0,0.38781486039114654,0,0,0,0,140602,168797,55584.272140297624,39487.27992868928,0.0
60000,2,2,2,24,1,-2,-2,-2,-1,-1,0,0,0,0,150,560,0,0,0,150,560,1170,0.0,0.0,0.0,0.0,0.0025,0.009333333333333334,0.0019722222222222224,,,,1.0,1.0,1.0,1,1,1,2,-560,60000,224.53655975512467,472.4263611047405,0.0
80000,2,3,1,52,2,2,3,3,3,2,36649,39448,40101,40748,39816,40607,3700,1600,1600,0,1600,1600,0.4581125,0.4931,0.5012625,0.50935,0.4977,0.5075875,0.49451875000000006,0.09379436219833705,0.03989925438268373,0.039265730833415134,0.0,0.03940207353411973,0.04247228418971113,3,15,6,0,-3958,43351,1506.7993562515217,1177.1434350437785,1.0
10000,1,1,2,24,0,0,2,0,0,0,7680,10160,9844,9554,9515,9700,2616,0,400,499,500,900,0.768,1.016,0.9844,0.9554,0.9515,0.97,0.9408833333333333,0.2574803149606299,0.0,0.04186728072011723,0.05244351024697846,0.05154639175257732,0.08066749953606059,2,2,1,0,-2020,2320,878.5907845332016,925.8782677364594,1.0
390000,2,1,2,37,-1,-1,-1,-1,-1,-1,20666,20666,10000,20666,10000,10000,20666,10000,20666,10000,10000,10500,0.05298974358974359,0.05298974358974359,0.02564102564102564,0.05298974358974359,0.02564102564102564,0.02564102564102564,0.03931538461538461,1.0,1.0,1.0,1.0,1.0,1.0,-1,0,0,0,10666,369334,5842.008798350102,5446.792475087212,0.0
170000,2,1,2,42,-1,-1,-1,-1,-1,0,3480,316,316,316,948,632,316,316,316,948,0,0,0.02047058823529412,0.0018588235294117648,0.0018588235294117648,0.0018588235294117648,0.005576470588235294,0.0037176470588235295,0.005890196078431372,1.0,1.0,1.0,1.0,0.0,0.8,0,0,0,-1,2848,166520,1240.32941860889,346.160656343265,0.0
10000,2,2,2,37,-1,0,0,0,0,-1,7841,7400,6770,5163,3575,390,1157,1000,103,72,400,0,0.7841,0.74,0.677,0.5163,0.3575,0.039,0.5189833333333335,0.15635135135135136,0.14771048744460857,0.019949641681193106,0.02013986013986014,1.0256410256410255,0.2739584732516077,0,0,0,0,7451,2159,2830.4506649413033,504.0776395225905,0.0
180000,1,1,1,36,0,0,0,0,0,0,163736,116422,99278,95766,97753,95927,4655,2690,2067,2142,2217,1000,0.9096444444444445,0.6467888888888889,0.5515444444444444,0.5320333333333334,0.5430722222222222,0.5329277777777778,0.6193351851851852,0.039983851849306834,0.027095630451862446,0.021583860660359628,0.02191237097582683,0.023111324236137896,0.02673740763469873,0,0,0,0,67809,16264,26762.876666507036,1209.721193774279,1.0
270000,2,1,2,34,0,0,2,0,0,0,67544,54523,18865,44908,19508,15860,4025,5,34000,0,0,0,0.250162962962963,0.20193703703703703,0.06987037037037037,0.16632592592592593,0.07225185185185186,0.05874074074074074,0.13654814814814817,0.07382205674669405,0.00026504108136761196,0.7571034114189009,0.0,0.0,0.16623810184939253,2,2,1,0,51684,202456,21836.53486247303,13646.63939095141,0.0
200000,1,1,1,41,-1,-1,-1,-1,-1,-1,580,580,580,580,580,580,580,580,580,580,580,699,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,1.0,1.0,1.0,1.0,1.0,1.0,-1,0,0,0,0,199420,0.0,48.5815465651997,1.0
280000,1,2,2,26,-2,-2,-2,-2,-2,-2,2103,2768,4425,23083,489,2937,2781,4447,23198,491,2951,0,0.0075107142857142855,0.009885714285714286,0.015803571428571427,0.08243928571428571,0.0017464285714285715,0.010489285714285715,0.021312499999999998,1.0046965317919074,1.0049717514124294,1.004982021401031,1.0040899795501022,1.0047667688117126,1.0047014105934367,-2,0,0,0,-834,277897,8481.611869214483,8757.087247861966,0.0
140000,1,3,2,26,0,0,0,0,0,0,18648,19561,13902,14183,13207,12996,1309,1139,420,418,816,0,0.1332,0.13972142857142858,0.0993,0.10130714285714286,0.09433571428571429,0.09282857142857143,0.1101154761904762,0.06691886917846736,0.08193065745935836,0.029612916872311924,0.031649882637995,0.06278855032317636,0.054580175294261804,0,0,0,0,5652,121352,2904.321429640092,494.6476186808814,0.0
20000,1,2,2,27,0,0,-1,0,0,0,19331,18225,18418,19297,19000,19683,1209,19330,2303,1000,1000,1000,0.96655,0.91125,0.9209,0.96485,0.95,0.98415,0.9496166666666667,0.06633744855967078,1.0495167770659137,0.1193449759029901,0.05263157894736842,0.05080526342529086,0.2677272087802468,0,0,0,0,-352,669,566.2605996064592,7377.166068349011,0.0
390000,2,1,1,34,-2,-2,-2,-1,-1,0,7639,10876,6203,1518,46365,48795,6083,1051,1545,47280,3000,3000,0.019587179487179487,0.027887179487179486,0.015905128205128204,0.0038923076923076923,0.11888461538461538,0.12511538461538463,0.05187863247863248,0.5593048915042295,0.16943414476866034,1.017786561264822,1.0197347136848915,0.06148170919151552,0.5655484040828237,0,0,0,-2,-41156,382361,21409.921425980683,18188.311089818097,0.0
70000,2,3,1,48,1,2,0,0,0,0,9518,9217,10557,11576,12383,13180,0,1500,1200,1000,1000,500,0.13597142857142858,0.13167142857142858,0.1508142857142857,0.16537142857142856,0.1769,0.18828571428571428,0.15816904761904763,0.0,0.14208581983518045,0.10366275051831375,0.08075587498990551,0.07587253414264036,0.08047539589720802,2,3,2,1,-3662,60482,1583.5129827906896,535.4126134736337,1.0
100000,1,1,2,31,-1,-1,-1,-1,-1,-1,3746,11973,13139,7170,386,1617,12077,13210,7192,386,1621,4366,0.03746,0.11973,0.13139,0.0717,0.00386,0.01617,0.063385,1.008686210640608,1.0054037597990715,1.0030683403068341,1.0,1.002473716759431,1.0039264055011887,-1,0,0,0,2129,96254,5350.358072129378,5335.575607810901,0.0
80000,1,1,2,36,-2,-2,-2,-2,-2,-2,5012,1200,0,1159,0,0,1200,0,1159,0,0,6028,0.06265,0.015,0.0,0.0144875,0.0,0.0,0.01535625,1.0,,1.0,,,1.0,-2,0,0,0,5012,74988,1941.5535789671114,2340.7877662587584,0.0
140000,1,2,1,39,0,0,0,0,0,0,136032,139118,134651,135350,129135,132035,5400,5000,6000,4700,5000,5400,0.9716571428571429,0.9937,0.9617928571428571,0.9667857142857142,0.9223928571428571,0.9431071428571428,0.9599059523809523,0.03881596917724522,0.03713303280332118,0.04432951606944958,0.03639601966933829,0.03786874692316431,0.03890865692850371,0,0,0,0,3997,3968,3440.9550660632967,454.97252664309303,0.0
320000,2,3,2,53,0,0,0,0,0,0,188373,281060,261698,265703,175925,188982,276698,11020,11000,9486,20000,10000,0.588665625,0.8783125,0.81780625,0.830321875,0.549765625,0.59056875,0.7092401041666667,0.9844801821675088,0.042109607257220155,0.0413996078328058,0.05392070484581498,0.105830184885333,0.24554805739773652,0,0,0,0,-609,131627,47266.087019835555,108009.76825948042,0.0
20000,1,2,2,24,1,2,2,0,0,2,7733,8754,8469,9481,10324,10017,1300,0,1157,1000,0,1210,0.38665,0.4377,0.42345,0.47405,0.5162,0.50085,0.45648333333333335,0.14850354123829107,0.0,0.12203354076574201,0.09686168151879117,0.0,0.07347975270456485,2,7,4,-1,-2284,12267,986.4594602246292,610.3443017401462,0.0
140000,2,1,2,33,-2,-2,-2,-2,-2,-2,1825,0,1264,0,0,1980,0,1264,0,0,1980,1351,0.013035714285714286,0.0,0.00902857142857143,0.0,0.0,0.014142857142857143,0.00603452380952381,,1.0,,,1.0,1.0,-2,0,0,0,-155,138175,955.6422796562878,874.5619284342686,0.0
600000,2,2,1,46,-2,-2,-2,-2,-2,-2,2585,1649,3474,1952,2182,2305,1652,3480,1957,2186,2310,7511,0.004308333333333333,0.0027483333333333335,0.00579,0.0032533333333333333,0.0036366666666666665,0.003841666666666667,0.0039297222222222225,1.0018192844147968,1.001727115716753,1.002561475409836,1.001833180568286,1.002169197396963,1.002022050701327,-2,0,0,0,280,597415,632.184598568066,2210.111641222377,0.0
280000,2,2,1,51,-2,-2,-2,-2,-2,-2,2477,3470,0,0,0,0,3470,0,0,0,0,1715,0.008846428571428571,0.012392857142857143,0.0,0.0,0.0,0.0,0.0035398809523809523,1.0,,,,,1.0,-2,0,0,0,2477,277523,1567.288156870544,1449.2357181171967,0.0
30000,2,2,2,24,1,2,2,2,2,0,16704,18121,19030,19424,18818,23307,2000,1500,1000,0,5000,2000,0.5568,0.6040333333333333,0.6343333333333333,0.6474666666666666,0.6272666666666666,0.7769,0.6411333333333332,0.11036918492356934,0.0788229111928534,0.051482701812191105,0.0,0.21452782425880637,0.09104052443748405,2,9,5,1,-6603,13296,2212.6802751414402,1685.724374465371,0.0
150000,1,2,2,32,0,0,0,0,0,0,80437,84560,35726,27886,32415,39531,7000,3000,3000,5000,8000,2000,0.5362466666666666,0.5637333333333333,0.23817333333333332,0.18590666666666666,0.2161,0.26354,0.33394999999999997,0.08278145695364239,0.08397245703409281,0.1075808649501542,0.15424957581366652,0.20237282133009538,0.12619143521633025,0,0,0,0,40906,69563,25425.81951284953,2422.120283277993,0.0
170000,1,3,2,26,2,0,0,0,0,0,74453,66087,60649,61408,59390,57037,5020,3003,3009,2013,3041,3000,0.4379588235294118,0.3887470588235294,0.35675882352941174,0.3612235294117647,0.3493529411764706,0.33551176470588234,0.3715921568627451,0.07596047634179189,0.04951441903411433,0.049000130276185515,0.03389459504967166,0.05331626838718726,0.05233717781779014,2,2,1,2,17416,95547,6279.7635199636825,985.8776800394662,1.0
300000,2,1,1,51,0,0,0,0,-2,-2,143121,147527,148925,0,0,0,8269,6825,0,0,0,0,0.47707,0.4917566666666667,0.4964166666666667,0.0,0.0,0.0,0.24420722222222224,0.05605075681061772,0.045828437132784956,,,,0.050939596971701334,0,0,0,2,143121,156879,80277.545561425,3923.914202256042,0.0
230000,1,1,1,38,-1,-1,-1,-1,-1,-1,1902,2161,1144,1346,1024,-4,2170,1149,1352,1029,0,654,0.008269565217391304,0.009395652173913043,0.004973913043478261,0.005852173913043478,0.004452173913043478,-1.7391304347826085e-05,0.00548768115942029,1.004164738546969,1.0043706293706294,1.0044576523031203,1.0048828125,,1.0044689581801798,-1,0,0,0,1906,228098,761.3384048284092,723.1425862165773,0.0
550000,2,1,2,44,0,-1,-1,0,0,-1,27093,30805,7451,16111,22819,80846,30820,7851,19751,29700,80987,36158,0.04926,0.05600909090909091,0.013547272727272727,0.029292727272727272,0.041489090909090906,0.14699272727272727,0.05609848484848485,1.0004869339392957,1.0536840692524494,1.22593259263857,1.3015469564836322,1.0017440566014397,1.1166789217830773,0,0,0,1,-53753,522907,25857.166390899576,25010.294627746123,0.0
10000,2,3,1,46,0,0,-2,-2,-1,0,10400,0,0,0,1864,1720,0,0,0,1864,50,1500,1.04,0.0,0.0,0.0,0.1864,0.172,0.23306666666666664,,,,1.0,0.029069767441860465,0.5145348837209303,0,0,0,0,8680,-400,4049.7124177732258,869.9919539857825,0.0
350000,1,1,1,48,0,0,0,0,0,0,54969,47978,48631,48351,47939,33827,2087,1989,1591,1466,2000,1500,0.1570542857142857,0.13708,0.13894571428571428,0.1381457142857143,0.13696857142857144,0.09664857142857143,0.13414047619047617,0.04349910375588811,0.04089983755217865,0.03290521395627805,0.03058052942280815,0.05912436810831584,0.04140181055909376,0,0,0,0,21142,295031,6976.2590667682825,282.3752231812605,0.0
230000,2,2,2,26,0,0,0,0,0,0,2656,3678,4650,3234,4174,5100,1074,1046,1060,1000,1000,5000,0.011547826086956522,0.015991304347826085,0.020217391304347826,0.014060869565217392,0.01814782608695652,0.02217391304347826,0.0170231884057971,0.29200652528548127,0.22494623655913978,0.3277674706246135,0.23957834211787254,0.19607843137254902,0.2560754011919312,0,0,0,0,-2444,227344,907.3633597774747,1618.5873676347119,0.0
500000,1,3,2,51,-1,-1,-1,-1,-1,-1,2362,575,360,964,957,176,575,361,978,958,176,310,0.004724,0.00115,0.00072,0.001928,0.001914,0.000352,0.0017980000000000001,1.0,1.0027777777777778,1.0145228215767634,1.0010449320794148,1.0,1.0036691062867913,-1,0,0,0,2186,497638,783.0943748999862,341.4408684774959,0.0
150000,2,2,1,27,-1,-1,-1,-1,-1,-2,9377,11908,-5132,20710,0,0,11908,3038,42429,0,0,53867,0.06251333333333334,0.07938666666666666,-0.03421333333333333,0.13806666666666667,0.0,0.0,0.040958888888888885,1.0,,2.0487204249154995,,,1.5243602124577498,-1,0,0,1,9377,140623,9575.907151109324,23623.885697883547,0.0
590000,2,1,2,31,1,-1,-1,-1,-1,0,-154,240,244,-1469,925,3319,1000,1026,0,3000,3000,2271,-0.00026101694915254235,0.00040677966101694915,0.00041355932203389833,-0.0024898305084745764,0.0015677966101694915,0.005625423728813559,0.0008771186440677966,4.166666666666667,4.204918032786885,,3.2432432432432434,0.9038867128653209,3.1296786638905294,1,1,1,1,-3473,590154,1585.1410978206325,1227.9046244178196,0.0
30000,2,3,1,63,-1,-1,-1,0,-1,-1,8866,5884,11146,7779,8092,1565,5884,11146,0,8092,1565,2620,0.2955333333333333,0.19613333333333333,0.3715333333333333,0.2593,0.2697333333333333,0.05216666666666667,0.24073333333333335,1.0,1.0,0.0,1.0,1.0,0.8,0,0,0,0,7301,21134,3254.5215931070425,4254.381729464341,0.0
280000,2,2,1,42,2,0,0,0,0,0,185147,132646,137109,135264,133046,126155,5000,10000,5000,5000,5000,5000,0.6612392857142857,0.47373571428571426,0.489675,0.4830857142857143,0.4751642857142857,0.45055357142857144,0.5055755952380951,0.03769431418964763,0.07293467241391885,0.0369647504140052,0.03758098702704328,0.03963378383734295,0.04496170157639159,2,2,1,2,58992,94853,21672.74414943033,2041.241452319315,1.0
130000,2,2,2,40,0,0,2,0,0,0,9559,12394,11883,9826,10167,12685,3000,0,500,500,2700,500,0.07353076923076923,0.09533846153846154,0.0914076923076923,0.07558461538461539,0.07820769230769231,0.09757692307692307,0.08527435897435898,0.24205260609972568,0.0,0.0508854060655404,0.0491787154519524,0.21284982262514782,0.11099331004847326,2,2,1,0,-3126,120441,1390.4505265081052,1296.148139681572,1.0
260000,2,2,2,33,2,2,2,0,0,0,258150,265961,258903,131150,214180,153755,20485,27,2914,159658,5592,5837,0.9928846153846154,1.0229269230769231,0.9957807692307692,0.504423076923077,0.8237692307692308,0.5913653846153846,0.8218583333333335,0.07702257097845172,0.00010428616122640526,0.02221883339687381,0.7454384162853674,0.03636954895775747,0.17623073115593538,2,6,3,2,104395,1850,58580.64536147299,62734.77635065472,1.0
30000,2,3,2,36,2,2,2,2,2,2,25437,26734,26011,27353,26776,28620,2000,0,2078,0,2291,0,0.8479,0.8911333333333333,0.8670333333333333,0.9117666666666666,0.8925333333333333,0.954,0.8940611111111112,0.07481110196753198,0.0,0.07596972909735678,0.0,0.08004891684136967,0.04616594958125168,2,12,6,0,-3183,4563,1104.587781331419,1166.7108896380457,1.0
500000,1,3,1,56,0,0,0,0,0,0,139117,130301,119701,121296,122477,125279,4500,5000,5000,5000,5000,5000,0.278234,0.260602,0.239402,0.242592,0.244954,0.250558,0.2527236666666667,0.03453542183099132,0.04177074544072314,0.04122147473948028,0.040823991443291394,0.03991091882917328,0.03965251045673188,0,0,0,0,13838,360883,7273.30924453695,204.12414523193146,0.0
500000,1,1,2,35,-1,-1,-1,-1,-1,-2,4814,12939,19502,128406,-200,-200,13275,19522,128406,0,0,0,0.009628,0.025878,0.039004,0.256812,-0.0004,-0.0004,0.055087,1.0259680037097147,1.0010255358424778,1.0,,,1.0089978465173974,-1,0,0,1,5014,495186,50014.46751391041,50426.91161836769,0.0
230000,2,2,1,25,0,0,0,0,0,0,9167,10468,10722,11543,10058,20158,1392,2000,1000,0,10100,2253,0.039856521739130436,0.04551304347826087,0.046617391304347826,0.05018695652173913,0.0437304347826087,0.08764347826086956,0.052257971014492755,0.13297669086740543,0.18653236336504384,0.08663259118080222,0.0,0.5010417700168668,0.18143668308602365,0,0,0,0,-10991,220833,4062.933209722585,3668.5465468856555,0.0
150000,1,1,2,36,-1,-1,-1,-1,-1,0,5856,2629,99,45,2928,519,4914,99,45,2982,0,993,0.03904,0.017526666666666666,0.00066,0.0003,0.01952,0.00346,0.013417777777777778,1.8691517687333588,1.0,1.0,1.0184426229508197,0.0,0.9775188783368357,0,0,0,-1,5337,144144,2269.5279391685544,2021.8018448898497,0.0
50000,2,2,1,25,0,0,0,-1,-1,0,16092,12352,-1618,-809,46976,47618,2352,809,928,48659,1400,2000,0.32184,0.24704,-0.03236,-0.01618,0.93952,0.95236,0.40203666666666665,0.19041450777202074,,,1.0358268051771118,0.02940064681422991,0.41854731992112076,0,0,0,0,-31526,33908,22201.410103114322,19262.776881851692,0.0
50000,1,2,1,43,0,0,0,0,0,0,48919,48775,48731,48934,29116,28999,1800,2200,1400,582,580,30000,0.97838,0.9755,0.97462,0.97868,0.58232,0.57998,0.8449133333333334,0.03690415171706817,0.04514580041452053,0.028609964441901337,0.019989009479324082,0.020000689678954447,0.03012992314635371,0,0,0,0,19920,1081,10215.882216757722,11729.60769449118,0.0
150000,2,2,1,32,-1,-1,-1,-1,-1,-1,3267,3782,316,5469,3360,2399,3782,316,5469,3360,2399,4358,0.02178,0.025213333333333334,0.002106666666666667,0.03646,0.0224,0.01599333333333333,0.02065888888888889,1.0,1.0,1.0,1.0,1.0,1.0,-1,0,0,0,868,146733,1697.929494021076,1776.1567123051577,0.0
150000,1,3,1,43,-1,2,-1,-1,-1,-1,1280,390,390,780,1746,0,0,390,780,1746,0,0,0.008533333333333334,0.0026,0.0026,0.0052,0.01164,0.0,0.005095555555555555,0.0,1.0,1.0,1.0,,0.75,2,2,1,0,1280,148720,647.1913678863978,691.641525647499,0.0
50000,2,1,2,27,1,-1,-1,-1,0,0,0,45000,1000,4874,5374,5874,45000,1000,4874,500,500,0,0.0,0.9,0.02,0.09748,0.10748,0.11748,0.20707333333333333,1.0,1.0,1.0,0.09304056568663938,0.08512087163772557,0.635632287464873,1,1,1,1,-5874,50000,17146.13161814252,17898.43883322416,1.0
